"","iso3","year","kp","population_proportion","study_idx","logit_proportion"
"262","CMR",2018,"PWID",0.000565639333276934,52,-7.47698810386349
"263","CMR",2018,"PWID",0.000322462490555524,52,-8.03920122235499
"264","CMR",2018,"PWID",0.00124126788996386,52,-6.6903798909466
"265","CMR",2018,"PWID",0.000511225080545436,52,-7.57818923820398
"266","CMR",2018,"PWID",0.000332896528794439,52,-8.00734588865852
"267","CMR",2018,"PWID",0.000236126838974896,52,-8.35090528931019
"268","CMR",2018,"PWID",0.000799984048091365,52,-7.13011846617485
"269","CMR",2018,"PWID",0.000467799417131496,52,-7.66700304092355
"270","CMR",2018,"PWID",0.000846446404280998,52,-7.07361686804701
"271","CMR",2018,"PWID",0.000905742914255134,52,-7.0058488979416
"272","CMR",2018,"PWID",0.000128188255411348,52,-8.961882432658
"273","CMR",2018,"PWID",0.000464705860140439,52,-7.67364109749506
"274","CMR",2018,"PWID",0.000218799265092705,52,-8.42713702302542
"275","COD",2013,"FSW",0.0441537431019637,53,-3.07491937604665
"276","COD",2013,"FSW",0.0590036416708014,53,-2.7693401043422
"277","COD",2018,"FSW",0.0187138033644555,56,-3.959602757312
"278","COD",2019,"FSW",0.00983585717368133,59,-4.61183612674388
"279","COD",2013,"MSM",0.0154334473969158,54,-4.15566443307815
"280","COD",2013,"MSM",0.0149045460357014,54,-4.19107227457067
"281","COD",2018,"MSM",0.0104588213289119,57,-4.5497956111849
"282","COD",2019,"MSM",0.00722851575383025,60,-4.92246678575251
"283","COD",2013,"PWID",0.00023139386667753,55,-8.37115782819653
"284","COD",2013,"PWID",0.000487367391339979,55,-7.62600483610063
"285","COD",2018,"PWID",0.0041709288262179,58,-5.47543687646161
"286","COD",2019,"PWID",0.00093122327689695,61,-6.97807982749717
"287","COG",2017,"FSW",0.733216033111226,62,1.01100116492012
"288","COG",2017,"FSW",0.0127667471661296,62,-4.34806242363319
"289","COG",2017,"FSW",0.0115601693143428,62,-4.44856226174021
"290","COG",2017,"FSW",0.117314565297796,62,-2.01810997175536
"291","COG",2017,"FSW",0.0228244963365652,62,-3.7568319112535
"292","COG",2017,"FSW",0.0248741827684429,62,-3.66873607701186
"293","COG",2017,"MSM",0.00226537395856099,63,-6.08774748675774
"294","COG",2017,"MSM",0.00197241029844096,63,-6.22652462429262
"295","COG",2017,"PWID",0.000127585011481567,64,-8.96660006567999
"296","COG",2017,"PWID",0.000965745110227273,64,-6.94164440787509
"297","GMB",2018,"FSW",0.0163895684187693,83,-4.09458485537317
"298","GMB",2018,"MSM",0.00503101944910854,84,-5.28708892399177
"299","KEN",1997,"FSW",0.00657376483346894,85,-5.01807310940479
"300","KEN",2004,"FSW",0.0124908982210024,86,-4.37018547696012
"301","KEN",2010,"FSW",0.013373672156818,87,-4.30100336401274
"302","KEN",2010,"FSW",0.00519785984476763,87,-5.25429689071317
"303","KEN",2010,"FSW",0.0272188339543832,87,-3.57624999198281
"304","KEN",2012,"FSW",0.0121224189596436,92,-4.40050223938539
"305","KEN",2012,"FSW",0.0237705782817403,92,-3.71524901273187
"306","KEN",2012,"FSW",0.00574190351984221,92,-5.15420604833641
"307","KEN",2012,"FSW",0.0183775159742953,92,-3.97807883912416
"308","KEN",2012,"FSW",0.00671055540950537,92,-4.99734038560029
"309","KEN",2012,"FSW",0.00970650787253531,92,-4.62520478064739
"310","KEN",2012,"FSW",0.00476311700552728,92,-5.34207849515725
"311","KEN",2012,"FSW",0.0115841076844469,92,-4.44646942125103
"312","KEN",2012,"FSW",0.00504808127386706,92,-5.28368618778201
"313","KEN",2012,"FSW",0.00556119000834251,92,-5.18636645234774
"314","KEN",2012,"FSW",0.0127175569511079,92,-4.35197268579346
"315","KEN",2012,"FSW",0.00677625818598195,92,-4.98753089808018
"316","KEN",2012,"FSW",0.00400064821005108,92,-5.51729020626751
"317","KEN",2012,"FSW",0.00138630415770083,92,-6.57972668632314
"318","KEN",2012,"FSW",0.00275169363834935,92,-5.89278320187539
"319","KEN",2012,"FSW",0.00522274264848617,92,-5.24949617463789
"320","KEN",2012,"FSW",0.00166760846661655,92,-6.3946957343704
"321","KEN",2012,"FSW",0.00210083923721379,92,-6.16331532822225
"322","KEN",2012,"FSW",0.0123870447281456,92,-4.37863972885955
"323","KEN",2012,"FSW",0.00291885851799745,92,-5.83363953093151
"324","KEN",2012,"FSW",0.00280837077810429,92,-5.87233843640105
"325","KEN",2012,"FSW",0.00325702844451907,92,-5.72367767526978
"326","KEN",2012,"FSW",0.00969204124006573,92,-4.62671090620332
"327","KEN",2012,"FSW",0.0341599460846304,92,-3.34194445424605
"328","KEN",2012,"FSW",0.00166846128490828,92,-6.39418360885662
"329","KEN",2012,"FSW",0.00917761528281649,92,-4.68176789215697
"330","KEN",2012,"FSW",0.0025864038403806,92,-5.95489709235661
"331","KEN",2012,"FSW",0.00487003366859272,92,-5.31977249751784
"332","KEN",2012,"FSW",0.00474654348058074,92,-5.34558077003653
"333","KEN",2012,"FSW",0.00211976077865001,92,-6.15433002627303
"334","KEN",2012,"FSW",0.0187334098536217,92,-3.95853562317315
"335","KEN",2013,"FSW",0.0245074384439208,95,-3.68396585334478
"336","KEN",2013,"FSW",0.0117546644632582,95,-4.43168084483066
"337","KEN",2019,"FSW",0.0123105743049341,101,-4.3849097092317
"338","KEN",2010,"MSM",0.00932420162940881,88,-4.66577398914777
"339","KEN",2011,"MSM",0.00814372696046547,90,-4.80233027795831
"340","KEN",2011,"MSM",0.0143105713270224,90,-4.23234280613338
"341","KEN",2012,"MSM",0.00169528801250616,93,-6.37820590706223
"342","KEN",2012,"MSM",0.00123287688260887,93,-6.69717127418365
"343","KEN",2012,"MSM",0.000424982359179995,93,-7.76303782502333
"344","KEN",2012,"MSM",0.00188379565746098,93,-6.27258099854796
"345","KEN",2012,"MSM",0.000801045413985942,93,-7.12879154946914
"346","KEN",2012,"MSM",0.00285759560753447,93,-5.85491301807147
"347","KEN",2012,"MSM",0.0001432643005036,93,-8.85067610379273
"348","KEN",2012,"MSM",0.00079176181633399,93,-7.14045787290704
"349","KEN",2012,"MSM",9.00500468830245e-05,93,-9.31505491160756
"350","KEN",2012,"MSM",0.00040196651014956,93,-7.81873973358089
"351","KEN",2012,"MSM",0.000657551189580132,93,-7.32633017459698
"352","KEN",2012,"MSM",0.000193035516890229,93,-8.55244330650135
"353","KEN",2012,"MSM",0.00154126301418009,93,-6.47361060762705
"354","KEN",2012,"MSM",0.000335887011396341,93,-7.99839978672645
"355","KEN",2012,"MSM",0.000120035468606501,93,-9.02760324446066
"356","KEN",2012,"MSM",0.000711038131065087,93,-7.24807320837052
"357","KEN",2012,"MSM",0.00152025979396381,93,-6.48735262508573
"358","KEN",2012,"MSM",0.00188653752597106,93,-6.27112380763071
"359","KEN",2012,"MSM",0.000171404317584987,93,-8.6713139429981
"360","KEN",2012,"MSM",0.0031466285602179,93,-5.75827210806077
"361","KEN",2012,"MSM",0.00251860202928892,93,-5.98152950262893
"362","KEN",2012,"MSM",0.000736378534604738,93,-7.21302960833306
"363","KEN",2012,"MSM",0.000532689673285757,93,-7.537038698236
"364","KEN",2012,"MSM",1.77187942625573e-05,93,-10.9408669400249
"365","KEN",2012,"MSM",0.000753197617366672,93,-7.19042944312056
"366","KEN",2012,"MSM",4.44231348542203e-05,93,-10.0217057448314
"367","KEN",2012,"MSM",0.00137844541767736,93,-6.58541952738305
"368","KEN",2012,"MSM",0.00124062447030303,93,-6.69089902636665
"369","KEN",2013,"MSM",0.00835992805290114,96,-4.77591038980013
"370","KEN",2013,"MSM",0.00115703772893837,96,-6.76073451440718
"371","KEN",2013,"MSM",0.00757102703577354,96,-4.87582671615707
"372","KEN",2018,"MSM",0.00650292873103985,98,-5.02897846466545
"373","KEN",2018,"MSM",0.00297374251875267,98,-5.81495583923592
"374","KEN",2018,"MSM",8.51877670910813e-05,98,-9.37056752178482
"375","KEN",2018,"MSM",0.000565700035102679,98,-7.47688073345967
"376","KEN",2018,"MSM",0.009115388975732,98,-4.6886340091789
"377","KEN",2018,"MSM",0.00399380670844876,98,-5.51900863738798
"378","KEN",2018,"MSM",0.00780920858330883,98,-4.84461179389526
"379","KEN",2018,"MSM",0.000794700711835574,98,-7.13674996063603
"380","KEN",2018,"MSM",0.000175571593301696,98,-8.64728807219406
"381","KEN",2018,"MSM",0.00137277778993225,98,-6.58954528711126
"382","KEN",2018,"MSM",0.00657771997881593,98,-5.01746765295723
